Post,Sentiment,Matched Phobias,Matched Keyword
"Research and then work 4-close",Neutral,"",""
"School til five then home to do homework and relax.",Negative,"",""
"research and then work 3:30 til close",Neutral,"",""
"POTATOES!",Positive,"",""
"working 9:15 to close, then who knows",Neutral,"",""
"It seems like everytime I get used to Facebook, they change everything around.",Negative,"",""
"is a Stanford graduate and leaves for Beijing tomorrow.",Negative,"",""
"found red bean paste in her chocolate croissant this morning, and reluctantly switched her inner monologue from French back to Chinese.",Neutral,"",""
"struggles to say that she's taking a class on ""Networking"" with a straight face.",Positive,"",""
"is energized by super last minute flights, and very grateful to *PROPNAME*'s mother.",Negative,"",""
"is enchanted by this website (http:////www.inbflat.net//), even if her chinese internet can't load fast enough to properly display the videos.",Negative,"",""
"got six pairs of shoes for Christmas.  It might officially be time for her to stop wearing her much loved Cirque du Soleil flip-flops.",Negative,"",""
"just finished a Christopher Lin-induced SNES binge.  Donkey Kong Country: complete.  Aladdin: lamentably ongoing.  There's a party here in Agrabah, if you care to revitalize her Arabian efforts.",Positive,"",""
"This week, Kelsey gets a LITA STAR for her authorship of ""core char,"" short for core characters of a show, movie, novel, etc., etc.  Thank you Kelsey for your contribution to  ""Great Phrases of our Time.""",Negative,"",""
"is drowning in a sea of irrelevance.",Positive,"",""
"today has been rewinding the look Speaker *PROPNAME* gave to Rep. *PROPNAME* last night and has checked back into Leviathan by Hobbes ""the life of man, solitary, poor, nasty, brutish, and short"".",Negative,"Nyctophobia,","night,"
"September is the January in fashion...",Neutral,"",""
"Lindsay is back all you freshman bitches!",Positive,"",""
"Carlos had a Lita-rrific night at Moustrap last night",Neutral,"Nyctophobia,Nyctophobia,","night,night,"
"s love for Lindsay Lohan is just like an investor's commitment to a high performing mutual fund...he's in it for the long-term.",Neutral,"Acrophobia,","high,"
"is celebrating with Speaker *PROPNAME* on the passage of health reform in the House",Negative,"",""
"I want someone to take me on a giddy stratosphere...",Positive,"",""
"love is like cherry pie",Neutral,"",""
"is a new man",Positive,"",""
"is so excited!! His sister is engaged and is getting married in July!!",Neutral,"",""
"recently found a present from his best friends @*PROPNAME*, @*PROPNAME* and @*PROPNAME*. Contained in the envelope mailed from their lovely home on Munson Road, which had a bathroom right out the movie ""Trainspotting"", were several mini-size wired hangers. So sweet of them, so Mommy fu#$%# dearest of them..",Negative,"",""
"Can't get enough of *PROPNAME* and plans on seeing her in DC on March 27th",Negative,"",""
"is determined to find the right tattoo and its placement",Positive,"",""
"saw the magnetic fields last night...the show was like ""icecream and orgasms"".",Neutral,"Nyctophobia,","night,"
"has found another reason not to adopt a child at this time in his life...it's called the movie ""Orphan"".  Check in if you haven't.",Negative,"",""
"is glad that he caught a bit of ""*PROPNAME*'s Drag Race"" last night.  *PROPNAME* stepped it up a notch with the show setting and hair//makeup.  The competition is fiercer than ever...It reminds him of the transition ""America's Next Top Model"" from Cycle 1 to Cycle 2.  He's feelin ""totes reality"" right now.",Positive,"Nyctophobia,","night,"
"recently found a present from his best friends *PROPNAME*, *PROPNAME* and *PROPNAME*.  Contained in the envelope mailed from their lovely home on Munson Road, which had a bathroom right out the movie ""Trainspotting"", were several mini-size wired hangers.  So sweet of them, so Mommy fu#$%# dearest of them...",Negative,"",""
"Im sorry Jay I should have included you in that pranck as well.  I miss you man.  I was looking at old pics of ""Raised"".  I couldn't have done it without you.  You will always have a special place in my heart",Negative,"",""
"can't wait to have all the stuff moved into the new place in Oak Park today!",Positive,"",""
"is glad that apparently there is no law of diminishing comedic returns with space poop",Negative,"",""
"can't believe we ordered the 250,000 chocolate bag at Red Light and won four free chef's tasting meals, complete with wine pairings!",Negative,"",""
"is slightly disappointed to find out that you harvest horsehair from the horses on Farmville rather than, say, glue or dog food.  Does that make me a bad person?",Negative,"Cynophobia,","dog,"
"is not happy that *PROPNAME* pulled a Blaise.  I'll still go to your restaurant *PROPNAME*!",Negative,"",""
"is wondering if both of these teams should be kicked out of the NFL.  I think the top 5 NCAA teams could easily beat either of these teams.",Negative,"",""
"thinks they should add tomacco as a crop on farmville.",Negative,"",""
"Out of work as of January 15th, anybody with any leads in structural engineering, please let me know.",Positive,"",""
"just received an extra 360 kb of storage for his computer in the form of a 5 1//4"" floppy from the guy near me who's retiring.  It's going to come in handy for that extra 20 seconds of music that won't fit on my hard drive.",Negative,"",""
"thinks you guys have more brains than a zombie Thanksgiving.",Neutral,"",""
"Sex can screw things up.  Why do you think the Three Stooges went through so many *PROPNAME*'s?",Negative,"",""
"Bad Office!  You know better than to do a clip show.",Neutral,"",""
"I don't mean to swear, but I am really irritated right now!",Positive,"",""
"has the same feelings about Up in the Air as Homer did about the three little pigs animatronics at Storytime Village.  ""That was good... but not great.""",Negative,"",""
"just found out that *PROPNAME* wrote both the Band-Aid song and the State Farm song.  *PROPNAME*.  For real.  I couldn't believe it either.",Negative,"",""
"Why am I always asleep during the earthquakes?  I never feel them!",Negative,"",""
"is watching the USA play Switzerland in hockey and thinks the announcers should say that the Swiss team is full of holes.",Negative,"",""
"wonders if people read his profile.",Neutral,"",""
"is transferring again.",Positive,"",""
"chicka chicka slim shady",Neutral,"",""
"gold *PROPNAME*, gold!",Positive,"",""
"thinks ""juice"" is the funniest word.",Positive,"",""
"probably won't be at UConn this fall. still not sure what i AM doing though.",Neutral,"",""
"is going to Post this year.",Neutral,"",""
"""Paradise by the Dashboard Light"" by Meat Loaf is my new favorite song. :-)",Positive,"",""
"is so content with everything right now. music is so beautiful. The 90s is probably my favorite era. really wanna be back in school. what's that, I'm random? random is my chinese neighbor's middle name. except it's my middle name and I don't really have a",Neutral,"",""
"is killin time. DIE TIME!",Positive,"",""
"something is missing.",Negative,"",""
"whoa whoa whoa when i meant 8 pages in 2 hours...i meant READING!",Negative,"",""
"8 pages in 2 hours...not bad. well, really bad actually! extremely bad what the hell am I saying ""not bad"" hahahaaaaaaaaaa",Very negative,"",""
"blah!",Positive,"",""
"hasn't eaten in like 4 hours! enjoying my salami sub now...",Negative,"",""
"man it feels good to be on top of my school shit.",Neutral,"",""
"is chillin chillin like a villain straight up out the ghetto mo fo... ...had to re-bust out that line at some point.",Negative,"",""
"pickles and onions!",Positive,"",""
"is bein a gangsta as usual.",Positive,"",""
"weird virus-type thingy just happened with facebook. closed facebook and a window popped up, ""about:blank"" in the address bar, with practically infinite tabs all with facebook...the computer was freezing up too badly to see what they all were.",Negative,"",""
"misses being Danimal.",Negative,"",""
"loves his poster of a chimp with a sunflower in his mouth. just thought i'd put that out there.",Positive,"",""
"""I let the melody shine, let it cleanse my mind, I feel free now!""",Positive,"",""
"it's my birthday wahooooooooo",Neutral,"",""
"there's no Hartford, CT network anymore?",Neutral,"",""
"s gotta get a damn camera!",Positive,"",""
"loves how you can rent movies on itunes and watch them on your ipod. who woulda thought? freakin crazy. just watched The Girl Next Door...such a good movie.",Positive,"",""
"cannot do a SINGLE Magic Eye thingy! it's soooooooooooo frustrating...",Negative,"",""
"buy my car! http:////hartford.craigslist.org//cto//1471852203.html",Neutral,"",""
"wonders if you can block invites from one person. anyone know?",Positive,"",""
"is so hungry he can eat a horse. original i know. i can't think of original shit on an empty stomach!",Neutral,"",""
"has to put off the procrastinating till later...it's time to get shit DONE. but then again, it won't be procrastinating once the shit is done...it'll just be straight chillin. can't wait!",Negative,"",""
"needs more light in this place.",Neutral,"",""
"what to do what to doooo",Neutral,"",""
"has mad work to do. and my birthday is tomorrow, how bout that!",Neutral,"",""
"is lovin ""verse chorus verse"" (Nirvana of course)",Neutral,"",""
"is ridiculously bored.",Negative,"",""
"salami is like a drug. i've been an addict for years",Neutral,"",""
"has been paying more attention lately to what he doesn't like than what he already likes, then deciding to either like it or understand why some people would like it. it's mind-expanding, literally!",Negative,"",""
"is hungry as always",Positive,"",""
"runnin at the park, finishing my room, laundry.........maybe walmart later. walmart has such good deals it's ridiculous.",Negative,"",""
"really gotta go skiing. soon. i just GOTTA!",Positive,"",""
